Split,Season,Player,Position,Games,Win Rate,KLDA,Avg Kills,Avg Deaths,Avg Assists,CSM,GPM,KP %,DMG%,DPM,VSPM,Avg WPM,Avg WCPM,Avg VWPM,GD-15min,CSD-15min,XPD-15MIN,FB%,FB victim,penta kills,solo kills
Spring,S8,0bsess,JUNGLE,12,33.30%,2.1,2.1,3.4,5.3,4.6,307,72.20%,15.3,257,1.5,0.75,0.33,0.31,191,6,232,50%,8.30%,0,1
Spring,S8,1an,ADC,20,40%,4,2.9,2.2,5.7,9.8,416,68.80%,29.7,586,1.32,0.44,0.31,0.12,309,10,131,10%,5%,0,2
Spring,S8,3z,TOP,37,51.40%,2.8,1.7,1.9,3.7,9.1,404,53.80%,24.8,490,1.05,0.51,0.15,0.08,117,-1,-23,10.80%,16.20%,0,11
Spring,S8,4LaN,JUNGLE,14,21.40%,1.8,1,3.1,4.6,5,303,63.50%,11.1,212,2.22,1.12,0.38,0.36,17,3,20,28.60%,0%,0,-
Spring,S8,957,TOP,51,49%,4.2,1.5,1.6,5.3,8.5,386,58.00%,21.9,382,-,0.57,0.16,0.09,-,-,-,-,-,0,-
Spring,S8,ADD,TOP,52,36.50%,2,1.2,2.4,3.7,8.9,388,60.30%,26.9,497,1.5,0.79,0.23,0.22,51,-5,-172,19.20%,21.20%,0,9
Spring,S8,AHaHaCiK,JUNGLE,8,50%,2.8,1.3,2.3,5,4.6,296,71.80%,10.9,217,2.28,1.3,0.36,0.34,-288,-3,-678,12.50%,37.50%,0,-
Spring,S8,ALL IN,MID,6,33.30%,2.5,1.8,2.2,3.5,9.8,383,67.70%,32.9,444,1,0.66,0.2,0.3,-1,8,329,0%,0%,0,1
Spring,S8,Ablazeolive,MID,18,44.40%,2.6,2.6,2.7,4.4,9.7,403,69.60%,28.1,601,1.19,0.54,0.29,0.2,6,4,-5,27.80%,22.20%,0,2
Spring,S8,Able,ADC,10,50%,5.4,2,1.4,5.6,10.6,445,61.30%,23.4,389,-,0.35,0.49,0.03,-,-,-,-,-,0,-
Spring,S8,Absolut,ADC,17,35.30%,4.8,3.6,1.6,4.4,9.7,422,69.70%,32.3,675,1.02,0.49,0.23,0.14,-361,-9,-21,17.60%,5.90%,0,-
Spring,S8,Acce,TOP,30,50%,3.6,2.1,1.9,4.7,8.9,396,56.40%,21.9,428,1.05,0.57,0.17,0.13,328,11,351,26.70%,6.70%,0,7
Spring,S8,Ace,MID,13,38.50%,3.9,2.5,1.9,4.9,8.9,384,75.30%,25,455,1.07,0.63,0.18,0.2,-422,-4,-130,15.40%,0%,0,2
Spring,S8,Acerola,JUNGLE,8,50%,2.9,1.1,2.3,5.4,4.7,296,76.90%,10.9,176,2.8,1.59,0.48,0.4,-425,-4,-76,12.50%,25%,0,-
Spring,S8,Achuu,ADC,28,39.30%,3.4,3.4,2.2,4.1,9.7,416,76.40%,35.1,653,1.13,0.4,0.32,0.11,-402,-4,-84,21.40%,14.30%,0,5
Spring,S8,Adrian,SUPPORT,25,68%,3.7,0.3,2.3,8.2,1.7,254,61.90%,7.5,152,2.47,1.52,0.28,0.42,-127,1,-66,8%,4%,0,-
Spring,S8,Aegis,SUPPORT,1,0%,5,0,2,10,1.7,218,90.90%,6.4,104,1.86,1.23,0.2,0.5,-366,15,-424,0%,0%,0,-
Spring,S8,Aesthetic,JUNGLE,5,20%,4.6,3.8,2,5.4,5.2,324,84.60%,19.2,404,2.01,1.16,0.36,0.31,326,3,528,20%,0%,0,6
Spring,S8,Afflict,JUNGLE,5,40%,2.4,1.8,2.6,4.4,4.2,302,72.40%,9.7,171,1.35,0.56,0.32,0.29,439,-1,-97,40%,0%,0,-
Spring,S8,Agonistic,JUNGLE,20,40%,2.5,1.9,3.6,7,4.8,312,72.10%,10.6,210,2.35,1.2,0.43,0.33,-215,-4,-602,50%,15%,0,2
Spring,S8,Agresivoo,TOP,32,50%,2.8,1.8,2.3,4.4,8,363,58.10%,20,362,1.07,0.61,0.16,0.12,-441,-4,-213,9.40%,15.60%,0,-
Spring,S8,Aiming,ADC,7,71.40%,6.1,4.7,1.4,4,11.2,472,78.10%,29.4,530,1.75,0.56,0.68,0.23,-117,-7,-159,42.90%,28.60%,0,-
Spring,S8,Akaadian,JUNGLE,20,30%,3.5,1.5,1.8,4.6,5,312,69.20%,10.8,187,2.28,1.21,0.38,0.32,93,0,185,50%,0%,0,5
Spring,S8,Akeno,SUPPORT,33,42.40%,2.7,0.6,3.1,7.8,1.9,274,58.70%,10.3,208,2.16,1.2,0.37,0.32,11,-3,-102,15.20%,6.10%,0,-
Spring,S8,Akunma,TOP,17,52.90%,3.8,2.1,2,5.5,8.3,386,64.70%,22,436,1.1,0.55,0.17,0.14,359,4,154,29.40%,5.90%,0,20
Spring,S8,Albis,SUPPORT,15,53.30%,2.2,0.3,3,6.4,1.7,240,55.40%,7,129,2.61,1.5,0.51,0.48,-163,5,-200,26.70%,13.30%,0,-
Spring,S8,Alca,MID,12,25%,2.5,2.3,2.6,4.3,9.4,423,65.90%,23,453,1.25,0.49,0.24,0.17,465,10,935,0%,0%,0,-
Spring,S8,Alex,JUNGLE,10,20%,1.8,1.8,3.2,4.1,4.6,293,74.20%,11,204,1.67,0.85,0.47,0.37,339,2,136,60%,20%,0,1
Spring,S8,Alleycat,TOP,24,29.20%,2.5,1.4,2.8,5.3,8,351,54.70%,20.6,363,0.94,0.52,0.1,0.12,-258,1,17,12.50%,8.30%,0,2
Spring,S8,Alliance,TOP,1,0%,0.3,0,4,1,5.5,293,100.00%,17.3,162,0.85,0.51,0.17,0.04,-1766,-46,-1746,0%,100%,0,-
Spring,S8,Alphari,TOP,18,44.40%,4.1,2.3,1.6,4.3,8.9,394,53.40%,22,417,1.1,0.62,0.13,0.14,9,-3,-121,16.70%,0%,0,1
Spring,S8,Altec,ADC,26,61.50%,3.8,3.3,2.2,4.9,9.8,425,62.10%,25,553,1.19,0.38,0.4,0.09,-115,-5,-70,11.50%,3.80%,0,-
Spring,S8,AmazingJ,TOP,50,58%,4.2,2.5,1.9,5.5,8.4,402,65.80%,24.6,493,-,0.58,0.16,0.11,-,-,-,-,-,0,-
Spring,S8,Ambition,JUNGLE,30,50%,2.1,1.2,2.5,4.1,5.6,316,63.20%,9.3,169,2.43,1.2,0.64,0.34,11,3,172,26.70%,6.70%,0,1
Spring,S8,An,ADC,24,50%,5.4,3.5,1.4,4,10.8,446,65.70%,32.8,647,1.55,0.48,0.57,0.14,-2,8,76,29.20%,4.20%,0,3
Spring,S8,AnDa,JUNGLE,18,38.90%,3.3,1.2,2.3,6.4,5.2,312,78.40%,9.1,174,2.9,1.59,0.58,0.33,-214,-7,-313,27.80%,22.20%,0,-
Spring,S8,Andreus,ADC,13,23.10%,2.2,2,2.2,2.9,8.6,368,67.30%,26.2,409,0.97,0.41,0.21,0.13,-484,-15,-333,23.10%,0%,0,1
Spring,S8,Andybendy,ADC,18,33.30%,2.6,2.1,2.3,3.8,9.3,394,62.20%,30.8,545,0.94,0.41,0.27,0.11,-292,-10,-155,16.70%,5.60%,0,-
Spring,S8,Anthrax,SUPPORT,31,41.90%,2.3,0.4,2.7,5.7,1.4,227,64.60%,6.3,118,2,1.4,0.17,0.42,-45,-3,16,6.50%,0%,0,-
Spring,S8,Aoi Haru,TOP,14,28.60%,1.2,1.7,3.6,2.7,8.6,382,51.30%,24.3,447,0.85,0.45,0.12,0.08,-6,-5,30,7.10%,21.40%,0,4
Spring,S8,Apex,MID,37,51.40%,4.8,2.5,1.4,4.1,9.5,401,61.40%,24.9,503,1.31,0.67,0.33,0.27,-19,1,147,24.30%,10.80%,0,8
Spring,S8,Aphromoo,SUPPORT,27,59.30%,3.1,0.4,2.1,6.2,1.6,245,68.60%,7.3,130,1.99,1.13,0.31,0.39,-32,4,-25,33.30%,3.70%,0,-
Spring,S8,Apollo,ADC,32,50%,4.4,2.3,1.5,4.2,9.7,406,68.50%,28.4,513,1.17,0.45,0.38,0.17,-133,-1,-103,0%,12.50%,0,1
Spring,S8,Arce,SUPPORT,17,52.90%,3.8,0.5,1.8,6.5,1.7,256,71.10%,9.5,151,2.49,1.44,0.43,0.42,-122,0,136,23.50%,5.90%,0,1
Spring,S8,Archie,SUPPORT,43,60.50%,3.4,0.7,3.1,9.7,1.9,278,66.00%,9.1,192,2.2,1.17,0.41,0.25,-3,-3,92,11.60%,2.30%,0,-
Spring,S8,Archie,TOP,3,33.30%,1.9,1.3,2.3,3,8.3,352,48.50%,22.6,340,0.78,0.46,0.12,0.08,-53,3,-36,0%,0%,0,1
Spring,S8,Archie2b,SUPPORT,14,28.60%,2.2,0.4,2.6,5.3,1.7,236,67.70%,7.5,136,2.24,1.43,0.29,0.43,-248,3,-295,14.30%,7.10%,0,-
Spring,S8,Armut,TOP,28,39.30%,2.3,1.8,2.6,4.1,8,357,57.80%,22.3,400,1.11,0.61,0.15,0.12,-86,1,40,21.40%,10.70%,0,1
Spring,S8,Arrow,ADC,18,27.80%,3.5,2.4,1.7,3.7,9.3,399,72.90%,28.8,509,1.6,0.52,0.51,0.18,-423,-12,-140,33.30%,0%,0,1
Spring,S8,Artaphernes,TOP,2,0%,0.3,0.5,3.5,0.5,6.9,292,50.00%,17.7,266,0.76,0.45,0.24,0.05,-1896,-33,-1474,0%,50%,0,-
Spring,S8,Artifact,MID,34,50%,3.2,4.4,2.7,4.3,9.9,436,61.70%,32.2,687,0.86,0.44,0.21,0.06,100,8,140,26.50%,8.80%,1,12
Spring,S8,Athena,MID,31,51.60%,4.1,2.6,1.7,4.5,9.7,405,65.80%,27.7,562,-,0.51,0.38,0.19,-,-,-,-,-,0,-
Spring,S8,Atom,TOP,19,47.40%,3.4,3.2,2.2,4.2,8.6,403,60.30%,22.2,430,1.05,0.57,0.16,0.18,348,5,256,15.80%,15.80%,0,4
Spring,S8,Attila,ADC,32,50%,4.3,3.2,1.5,3.1,10.9,448,64.30%,32.1,623,1.59,0.4,0.54,0.09,197,6,-127,18.80%,6.30%,0,1
Spring,S8,Auto,ADC,18,55.60%,4.4,2.7,2,6,9.6,414,56.60%,23.4,450,1.3,0.46,0.38,0.15,-156,-2,-5,5.60%,16.70%,0,-
Spring,S8,BOSS,TOP,15,46.70%,2.8,1.7,1.9,3.6,9.1,389,56.10%,23.9,388,1.13,0.54,0.2,0.14,-59,5,290,33.30%,0%,0,3
Spring,S8,BaRoiBeo,TOP,1,0%,0.5,1,4,1,5.9,284,33.30%,13.9,188,0.77,0.53,0.07,0.14,-945,-52,-1363,0%,0%,0,-
Spring,S8,Babip,JUNGLE,32,71.90%,5.1,2.2,2.2,8.8,4.9,343,73.10%,11.4,229,2.04,1.01,0.39,0.25,15,0,-116,31.30%,9.40%,0,2
Spring,S8,Backlund,MID,16,12.50%,2.6,2.1,2,3.1,9.7,382,70.90%,30.9,553,0.82,0.42,0.16,0.07,-430,-2,-309,12.50%,6.30%,0,3
Spring,S8,Badmilk,SUPPORT,26,42.30%,2.8,0.6,2.5,6.5,1.4,245,72.10%,7.9,151,2.52,1.56,0.39,0.47,-109,-1,-332,15.40%,3.80%,0,-
Spring,S8,Baiano,SUPPORT,24,45.80%,3.7,0.3,2.5,8.7,1.7,250,77.10%,8.1,155,2.02,1.16,0.32,0.29,-99,-3,-20,4.20%,12.50%,0,-
Spring,S8,Bang,ADC,53,49.10%,9.8,3.1,0.8,4.3,11,450,73.20%,34.2,659,1.45,0.55,0.35,0.14,-58,1,53,18.90%,5.70%,0,3
Spring,S8,Baolan,SUPPORT,51,78.40%,5.5,0.8,1.9,9.7,2.1,292,66.40%,7.8,179,-,1.51,0.31,0.54,-,-,-,-,-,0,-
Spring,S8,Baula,SUPPORT,20,55%,6.2,0.6,1.5,8.5,1.4,259,76.80%,6.1,128,2.41,1.62,0.3,0.57,140,-3,170,10%,10%,0,-
Spring,S8,Bdd,MID,62,74.20%,6.5,3,1.3,5.7,9.6,422,71.90%,23.3,456,1.11,0.66,0.2,0.16,118,3,148,25.80%,4.80%,0,16
Spring,S8,Bdoink,MID,24,25%,2.4,2.5,2.5,3.6,9.5,391,62.10%,26,432,0.98,0.49,0.2,0.16,-353,-6,-242,20.80%,8.30%,0,2
Spring,S8,Ben,SUPPORT,17,47.10%,3.7,0.4,1.9,6.7,2.7,287,72.00%,7.5,132,-,1.31,0.47,0.4,-,-,-,-,-,0,-
Spring,S8,Benny,JUNGLE,32,53.10%,3.3,1.1,2.4,6.8,4.6,304,70.00%,9,170,2.4,1.31,0.48,0.39,65,5,19,43.80%,15.60%,0,1
Spring,S8,Betsy,MID,18,38.90%,2.8,2.6,2.3,3.9,9.9,404,60.00%,31.7,565,0.95,0.43,0.23,0.13,9,3,87,16.70%,16.70%,0,-
Spring,S8,Betty,ADC,52,76.90%,8.6,3.9,1.1,5.3,10.2,460,75.40%,32.7,637,1.36,0.45,0.41,0.15,184,3,245,30.80%,11.50%,1,6
Spring,S8,Beyond,JUNGLE,52,36.50%,2.1,1,2.6,4.6,5.1,306,67.20%,8.9,166,2.49,1.24,0.61,0.4,36,1,142,46.20%,7.70%,0,1
Spring,S8,Bie,SUPPORT,6,16.70%,2.7,0.3,2.2,5.5,1.3,225,64.40%,8.2,129,2.11,1.3,0.3,0.49,-118,-4,-65,50%,0%,0,-
Spring,S8,BigKoro,ADC,39,53.80%,4.7,4.3,2,5.2,10.4,455,68.90%,28.8,625,1.44,0.55,0.37,0.18,208,9,260,28.20%,10.30%,0,3
Spring,S8,Biofrost,SUPPORT,18,38.90%,3.3,0.5,2.5,7.7,1.7,249,71.90%,6.8,141,2.45,1.39,0.41,0.38,-33,-2,-118,22.20%,16.70%,0,-
Spring,S8,Bjergsen,MID,24,58.30%,8.3,3.3,1,4.6,10.2,431,75.70%,30.5,594,0.85,0.41,0.19,0.15,282,8,318,33.30%,4.20%,0,3
Spring,S8,Blanc,MID,21,38.10%,4,3,1.6,3.6,10.1,412,76.10%,28.9,520,1.18,0.56,0.23,0.24,110,4,112,42.90%,4.80%,0,2
Spring,S8,Blasting,ADC,12,91.70%,7.6,4.8,1.3,5.3,9.7,456,71.50%,28.7,666,0.95,0.34,0.25,0.07,365,5,422,41.70%,16.70%,0,1
Spring,S8,Blazes,MID,40,57.50%,3.4,3.2,2.5,5.2,10,429,68.20%,30.1,584,1.1,0.51,0.21,0.14,291,5,207,30%,7.50%,0,10
Spring,S8,Blinky,ADC,28,50%,4.1,4.1,2.1,4.3,9.4,430,63.50%,30.6,621,1.19,0.44,0.31,0.15,-187,-8,-133,14.30%,14.30%,0,1
Spring,S8,Blossom,JUNGLE,18,61.10%,2.4,1.4,3.2,6.1,5.3,322,68.70%,8.6,169,3.15,1.64,0.7,0.3,-297,-3,-271,38.90%,27.80%,0,2
Spring,S8,Bobo,SUPPORT,3,0%,1.9,0.3,3.7,6.7,0.9,211,87.50%,7.9,150,2.13,1.23,0.33,0.41,-189,-12,-29,0%,0%,0,-
Spring,S8,BocaJR,SUPPORT,2,0%,2.7,1.5,1.5,2.5,1.7,241,63.10%,10.1,186,2.29,1.5,0.25,0.52,-338,-10,-22,0%,50%,0,-
Spring,S8,Boong,TOP,13,38.50%,2.6,2.4,2.8,5.2,7.9,365,56.20%,21.6,455,0.94,0.57,0.15,0.08,-835,-18,-311,15.40%,0%,0,2
Spring,S8,Brandini,TOP,18,44.40%,2.6,1.8,2.6,4.8,8.6,399,70.30%,25.2,506,1.24,0.64,0.16,0.13,508,7,175,38.90%,16.70%,0,4
Spring,S8,Breaker,JUNGLE,8,50%,1.7,0.3,3,4.8,5.2,309,59.40%,7.5,138,3.15,1.63,0.76,0.34,-50,4,-26,12.50%,50%,0,-
Spring,S8,Breeze,ADC,42,42.90%,4,3.5,1.7,3.5,10.2,434,64.40%,33.6,658,1.34,0.41,0.47,0.07,127,0,-92,19%,7.10%,0,9
Spring,S8,Broken Blade,SUPPORT,1,100%,8,2,2,14,1.3,290,76.20%,10,213,2.23,0.95,0.32,0.32,-1485,-98,-1962,0%,0%,0,-
Spring,S8,Broken Blade,TOP,34,70.60%,5.3,1.8,1.2,4.7,8.3,388,56.80%,23.5,416,1.07,0.68,0.14,0.25,286,3,200,29.40%,8.80%,0,8
Spring,S8,Broxah,JUNGLE,39,64.10%,5.4,1.6,1.6,7.1,5,328,71.40%,8.1,162,2.22,1.28,0.33,0.33,150,4,166,46.20%,2.60%,0,2
Spring,S8,Brucer,MID,11,36.40%,2.2,2,2.6,3.7,9.1,385,65.90%,26.4,516,1.16,0.47,0.3,0.27,-321,-8,-445,0%,0%,0,2
Spring,S8,Buggax,TOP,20,40%,2.3,2.4,3.7,6.2,8.3,385,66.30%,25.6,507,0.91,0.45,0.12,0.06,462,14,202,25%,20%,0,2
Spring,S8,Bushybooboo,TOP,2,0%,1,1,5.5,4.5,7.7,363,43.30%,20.1,489,1,0.47,0.09,0.06,-668,-27,-1062,0%,0%,0,-
Spring,S8,Bwipo,TOP,22,54.50%,2.2,2,3.4,5.4,8.4,389,57.80%,22.8,462,0.99,0.54,0.11,0.14,100,4,374,13.60%,18.20%,0,1
Spring,S8,CAT,SUPPORT,25,24%,1.8,0.5,3.2,5.3,2.3,263,63.10%,8.1,129,-,1.58,0.45,0.4,-,-,-,-,-,0,-
Spring,S8,CBL,SUPPORT,26,57.70%,3,0.7,2.7,7.4,2.1,279,56.90%,6.8,139,2.78,1.58,0.49,0.39,57,0,-73,15.40%,11.50%,0,1
Spring,S8,Cabochard,TOP,32,50%,3,1.5,2.1,4.7,8.6,382,65.50%,20.6,383,1.09,0.63,0.13,0.18,147,0,-7,21.90%,9.40%,0,6
Spring,S8,Cabu,SUPPORT,21,66.70%,4.1,0.9,2.1,7.7,1.9,261,70.70%,8.4,159,2.23,1.29,0.26,0.37,-59,1,82,23.80%,14.30%,0,-
Spring,S8,Caedrel,MID,6,16.70%,1.6,0.8,1.8,2.2,9.2,363,68.40%,27.7,408,0.99,0.47,0.27,0.16,-684,-16,-632,16.70%,33.30%,0,-
Spring,S8,Caedrel,JUNGLE,12,41.70%,2.9,1.7,2.3,4.8,5,318,74.30%,11.2,174,1.99,1.08,0.4,0.41,35,6,133,33.30%,8.30%,0,-
Spring,S8,CaiPi,MID,23,26.10%,2.8,2.4,2.1,3.7,9.6,390,59.40%,24.6,488,1.32,0.64,0.35,0.23,-243,-5,-284,13%,21.70%,0,-
Spring,S8,Calm,TOP,40,57.50%,2.6,2.1,2.6,4.7,8.4,392,57.00%,22.2,428,0.99,0.55,0.15,0.08,67,-3,-41,22.50%,12.50%,0,11
Spring,S8,Candy,MID,21,61.90%,4.8,2.6,1.6,5.2,9.6,407,70.40%,25.2,476,1.24,0.65,0.27,0.19,66,5,-35,14.30%,19%,0,4
Spring,S8,Caos,SUPPORT,24,29.20%,2.3,0.3,2,4.3,1.3,225,56.90%,6.8,115,1.92,1.28,0.24,0.48,-331,-2,-307,16.70%,8.30%,0,-
Spring,S8,Caps,MID,39,64.10%,3.6,3.9,2.4,4.8,9.7,428,71.40%,31.4,631,1.08,0.49,0.25,0.11,274,3,203,25.60%,10.30%,0,11
Spring,S8,Carzzy,ADC,3,0%,2.1,2.7,3,3.7,10,390,78.60%,27.6,532,0.73,0.24,0.24,0.14,-592,-17,-451,0%,33.30%,0,1
Spring,S8,Casual,TOP,2,0%,0.4,1.5,5,0.5,7.9,338,35.00%,16.7,281,-,0.43,0.09,0.09,-,-,-,-,-,0,-
Spring,S8,Caveman,SUPPORT,43,20.90%,1.8,0.6,3.1,4.9,2,246,67.80%,8.7,144,-,1.34,0.51,0.37,-,-,-,-,-,0,-
Spring,S8,Cboi,JUNGLE,15,46.70%,3,1.5,2.3,5.3,4.9,308,69.30%,10.2,164,2.48,1.34,0.51,0.34,42,2,87,40%,20%,0,-
Spring,S8,Cekutka,TOP,9,100%,25.8,4.3,0.4,7.1,8.5,462,47.60%,21.6,593,0.9,0.44,0.1,0.09,1500,23,1075,0%,0%,0,-
Spring,S8,Celebrity,ADC,35,37.10%,3,4.6,2.6,3.1,10.1,450,69.10%,33.4,645,1.01,0.43,0.3,0.08,69,0,-49,14.30%,5.70%,1,8
Spring,S8,Cepted,TOP,1,100%,4.3,7,3,6,8.4,469,61.90%,19.4,413,0.68,0.36,0.16,0.08,1448,45,1062,0%,0%,0,-
Spring,S8,Cepted,MID,34,70.60%,7.1,3.3,1.1,4.4,10,437,63.40%,26.9,487,1.06,0.54,0.23,0.15,358,12,351,14.70%,8.80%,0,8
Spring,S8,Ceres,TOP,4,100%,5.7,3,2.3,9.8,7.8,396,64.10%,19.8,496,0.76,0.45,0.14,0.13,-865,3,-483,0%,25%,0,-
Spring,S8,Ceros,MID,24,75%,7.3,2.5,1.2,6.3,9.6,414,70.50%,28.5,597,1.13,0.78,0.2,0.32,173,7,99,16.70%,4.20%,0,4
Spring,S8,Chaser,JUNGLE,32,50%,5.3,1.9,1.9,8.2,5.2,334,80.60%,11,201,2.53,1.36,0.48,0.42,319,8,261,40.60%,6.30%,0,5
Spring,S8,Chawy,MID,29,34.50%,2.5,2.7,2.6,3.9,9.5,395,72.30%,29.1,575,1.29,0.53,0.35,0.23,-95,0,-123,37.90%,6.90%,0,6
Spring,S8,Cheezy,ADC,3,33.30%,1,1,4.3,3.3,8.9,364,36.50%,20.1,352,0.7,0.27,0.16,0.03,-936,-5,-553,0%,33.30%,0,-
Spring,S8,Chelly,ADC,41,31.70%,3.4,3.3,2.4,4.7,9.7,418,73.40%,29.2,529,-,0.37,0.39,0.09,-,-,-,-,-,0,-
Spring,S8,Chieftain,JUNGLE,20,65%,3.6,1.1,2.3,7.2,5.3,321,61.60%,8.8,177,-,1.29,0.47,0.5,-,-,-,-,-,0,-
Spring,S8,Chippys,TOP,35,71.40%,4,3.1,1.8,4.2,8.9,429,55.30%,24,475,1.06,0.53,0.12,0.09,71,-5,-50,25.70%,17.10%,0,7
Spring,S8,Choisix,SUPPORT,6,16.70%,2.5,0.8,2.5,5.3,2.2,255,67.50%,8.2,136,2.37,1.21,0.51,0.4,-162,3,-370,16.70%,0%,0,-
Spring,S8,Chosen,JUNGLE,6,16.70%,1.6,1.8,3.3,3.5,4.5,292,55.20%,14.2,224,1.66,0.87,0.34,0.29,-621,-22,-537,0%,33.30%,0,2
Spring,S8,Chrisberg,ADC,5,40%,3.8,4.2,1.8,2.6,9.2,418,57.60%,42.1,756,0.88,0.32,0.22,0.1,384,4,-221,20%,0%,0,-
Spring,S8,ChuChuZ,MID,4,0%,0.9,1.8,5,2.8,8.3,343,72.20%,30.3,594,0.96,0.38,0.33,0.12,-570,-15,-596,50%,0%,0,2
Spring,S8,Ciel,JUNGLE,8,50%,2.4,1.3,3.8,7.6,4.2,287,67.30%,8.1,154,2.66,1.42,0.63,0.38,-452,-12,-800,37.50%,25%,0,2
Spring,S8,Cinkrof,JUNGLE,15,53.30%,3.1,1.7,2.7,6.9,4.7,307,75.20%,11.1,189,1.98,1.19,0.3,0.32,17,-2,172,6.70%,6.70%,0,-
Spring,S8,Claire,MID,38,52.60%,4.1,4.4,2.3,5.2,9.8,429,74.30%,32.6,661,1.19,0.57,0.25,0.21,-43,0,-61,28.90%,7.90%,1,9
Spring,S8,ClatoS,JUNGLE,24,29.20%,2.1,0.9,2.6,4.5,5,303,74.60%,10.5,172,2.27,1.05,0.56,0.25,-41,1,-116,25%,12.50%,0,-
Spring,S8,Clear,ADC,34,50%,3.6,3.6,2.3,4.7,9.7,430,61.00%,26.8,571,1.34,0.53,0.36,0.08,-230,-10,-107,17.60%,8.80%,0,7
Spring,S8,ClearLove,JUNGLE,6,50%,4.3,1.3,2,7.3,4.8,321,79.80%,11.3,209,-,0.48,0.35,0.27,-,-,-,-,-,0,-
Spring,S8,Clid,JUNGLE,45,51.10%,3.6,1.8,2.3,6.5,4.8,322,72.50%,11.7,215,-,1.26,0.51,0.34,-,-,-,-,-,0,-
Spring,S8,CoCo,MID,24,50%,3.9,2.6,1.8,4.5,9,393,62.30%,25.6,477,1.02,0.48,0.23,0.18,-294,-5,-162,8.30%,12.50%,0,-
Spring,S8,Cody Sun,ADC,27,59.30%,6.3,3.7,1.2,4,10,430,80.90%,36.1,669,1.17,0.4,0.38,0.11,0,-1,100,33.30%,3.70%,0,1
Spring,S8,Condi,JUNGLE,10,50%,3.6,1.1,1.9,5.8,5,326,73.70%,9,158,-,1.55,0.6,0.36,-,-,-,-,-,0,-
Spring,S8,Conjo,ADC,3,0%,2,2.7,2.3,2,11.9,447,91.70%,35.6,547,0.99,0.26,0.35,0.1,-187,0,-645,33.30%,0%,0,1
Spring,S8,Contractz,JUNGLE,18,22.20%,2,1.5,3.1,4.8,4.9,300,63.70%,12.5,243,2.76,1.6,0.46,0.34,-377,-6,-340,27.80%,16.70%,0,3
Spring,S8,CooN,MID,11,36.40%,2.9,2.5,2.5,4.8,9.8,384,69.00%,26.6,486,1.3,0.65,0.35,0.11,-274,-11,-164,36.40%,9.10%,0,-
Spring,S8,Cool,MID,14,57.10%,4.3,3.2,2.1,5.7,9.1,399,66.30%,23.5,439,-,0.35,0.3,0.16,-,-,-,-,-,0,-
Spring,S8,CoreJJ,SUPPORT,47,48.90%,3.4,0.5,1.7,5.3,2,254,73.40%,6.9,123,2.54,1.49,0.46,0.48,-71,-1,-204,19.10%,8.50%,0,1
Spring,S8,Corn,MID,12,25%,3.2,2,2.2,5,8.8,375,64.70%,23.4,401,-,0.64,0.15,0.11,-,-,-,-,-,0,-
Spring,S8,Cotopaco,MID,20,55%,3.1,3.6,2.7,4.6,9.3,408,70.00%,33.2,714,1.1,0.5,0.22,0.19,-98,0,110,25%,15%,0,3
Spring,S8,Crash,JUNGLE,15,6.70%,1.2,0.6,2.7,2.7,5.4,311,65.50%,11.2,178,-,1.64,0.6,0.2,-,-,-,-,-,0,-
Spring,S8,Crazy,TOP,44,38.60%,3.3,1.8,1.6,3.5,9,389,62.00%,26.4,434,1.26,0.69,0.25,0.17,60,7,157,18.20%,13.60%,0,7
Spring,S8,Crisp,SUPPORT,45,46.70%,2.7,0.6,3.2,8.1,1.9,263,70.00%,7.5,141,-,1.57,0.34,0.53,-,-,-,-,-,0,-
Spring,S8,Crown,MID,47,48.90%,2.4,1.6,2.3,3.9,9.5,384,67.30%,27.5,493,1.35,0.7,0.32,0.29,-81,3,53,21.30%,12.80%,0,3
Spring,S8,Crownshot,ADC,43,76.70%,5.4,3.4,1.5,4.7,10.7,450,67.40%,27.9,560,1.19,0.43,0.44,0.17,347,13,139,9.30%,0%,0,1
Spring,S8,CuVee,TOP,47,48.90%,2.1,1.6,2.4,3.3,9.2,391,63.80%,24.3,446,1.29,0.66,0.24,0.21,-245,-7,-135,21.30%,14.90%,0,10
Spring,S8,Cuden,SUPPORT,20,30%,2.4,0.6,2.8,6.1,2,246,68.80%,8.6,140,2.06,1.19,0.27,0.33,-84,9,-92,15%,0%,0,-
Spring,S8,Cupcake,SUPPORT,35,71.40%,4.3,0.6,2,8.1,2,273,66.30%,7.5,149,2.16,1.13,0.33,0.3,23,4,118,25.70%,5.70%,0,-
Spring,S8,Cuzz,JUNGLE,8,87.50%,5,3,2,7,5.6,368,66.30%,12.1,261,3.27,1.38,0.75,0.37,192,2,165,50%,37.50%,0,1
Spring,S8,DCStar,SUPPORT,16,43.80%,2.7,1.4,3.9,9,1.2,248,78.50%,9.2,170,2.31,1.4,0.38,0.45,-172,-3,-33,25%,6.30%,0,-
Spring,S8,DNK,JUNGLE,2,0%,1.8,1,4.5,7,5.2,306,72.70%,15.6,315,1.57,0.72,0.39,0.21,-1219,-6,-640,50%,0%,0,-
Spring,S8,Dalka,ADC,34,29.40%,2.9,3.5,2.4,3.5,9.9,407,61.90%,33.8,666,1.19,0.36,0.42,0.06,-30,-9,-37,32.40%,0%,0,-
