Split,Season,Player,Position,Games,Win Rate,KLDA,Avg Kills,Avg Deaths,Avg Assists,CSM,GPM,KP %,DMG%,DPM,VSPM,Avg WPM,Avg WCPM,Avg VWPM,GD-15min,CSD-15min,XPD-15MIN,FB%,FB victim,penta kills,solo kills
Spring,S8,Ren,TOP,19,52.60%,2.6,1.9,2.9,5.7,7.8,374,55.50%,21,466,0.97,0.52,0.11,0.14,-110,-8,-322,21.10%,5.30%,0,-
Spring,S8,Rest,TOP,33,42.40%,3.5,1.5,1.8,4.7,8.5,384,62.90%,25.3,485,0.92,0.58,0.1,0.07,93,1,158,27.30%,6.10%,0,8
Spring,S8,Revanche,SUPPORT,28,39.30%,2.4,0.8,3,6.2,1.6,249,75.10%,8,141,1.92,1.19,0.25,0.37,-91,2,2,21.40%,14.30%,0,1
Spring,S8,Revolta,JUNGLE,28,57.10%,4.8,1.7,1.9,7.3,5,325,71.20%,10.6,204,2.37,1.3,0.46,0.45,-48,-1,-197,42.90%,0%,0,1
Spring,S8,Rich,SUPPORT,6,33.30%,3,1.2,3.5,9.2,0.9,253,87.20%,10.7,202,2.14,1.26,0.24,0.35,-349,-2,-30,0%,16.70%,0,-
Spring,S8,Riddem,TOP,23,65.20%,5.2,2.1,1.3,4.9,9,400,53.70%,20.8,428,0.91,0.51,0.11,0.19,-276,-1,-158,13%,17.40%,0,1
Spring,S8,Rikara,ADC,18,38.90%,7.9,3.2,0.9,3.8,10.5,428,72.70%,31,561,1.05,0.43,0.29,0.09,-127,2,-122,16.70%,0%,0,-
Spring,S8,Ripi,MID,28,25%,2.1,2.8,3.2,4,8.9,377,78.80%,29.4,525,1.03,0.53,0.22,0.2,-456,-9,-492,21.40%,10.70%,0,4
Spring,S8,Riris,TOP,35,31.40%,2.1,1.9,2.5,3.4,8.9,389,60.40%,25.1,484,1.19,0.61,0.18,0.12,29,1,72,31.40%,14.30%,0,5
Spring,S8,Riyev,SUPPORT,27,70.40%,3.4,0.7,2.7,8.5,1.7,272,68.20%,7.1,143,2.17,1.23,0.35,0.39,21,-1,-73,33.30%,3.70%,0,-
Spring,S8,Roach,TOP,51,25.50%,2,1.2,2.1,2.9,9.1,375,50.80%,22.6,362,1.12,0.65,0.19,0.18,-228,-2,-78,7.80%,9.80%,0,10
Spring,S8,Robo,TOP,19,47.40%,2.6,2.8,3.7,6.6,7.8,375,75.40%,20.7,402,0.98,0.53,0.18,0.1,-370,-10,-469,15.80%,31.60%,0,7
Spring,S8,Robo,MID,5,40%,2,4,3.8,3.6,10.1,429,85.90%,37.9,725,1.13,0.44,0.3,0.09,168,20,-50,40%,60%,0,3
Spring,S8,Rockky,TOP,6,33.30%,2.8,2,2.7,5.3,8.9,377,57.50%,20.4,407,1.15,0.61,0.12,0.2,32,5,-51,0%,16.70%,0,-
Spring,S8,Rod,JUNGLE,11,72.70%,4.9,1,1.6,7.1,4.4,301,67.70%,6.7,152,2.06,1.24,0.39,0.36,-71,3,28,27.30%,18.20%,0,-
Spring,S8,Rogu,SUPPORT,23,34.80%,3,0.4,2.7,7.8,1.7,249,73.20%,8.1,150,1.95,1.22,0.26,0.41,-259,0,-184,13%,4.30%,0,1
Spring,S8,Rogue,SUPPORT,29,65.50%,5,0.7,2.2,10.6,1.5,258,71.80%,7.6,170,2.26,1.44,0.3,0.54,3,-2,-44,37.90%,3.40%,0,-
Spring,S8,Roison,MID,32,50%,5.7,3.4,1.5,5.2,9.4,403,76.10%,29.9,560,0.98,0.39,0.19,0.11,-232,-9,-279,9.40%,9.40%,1,2
Spring,S8,Rokenia,TOP,5,20%,1.7,0.8,3.2,4.6,7.9,330,49.90%,21.9,354,0.95,0.54,0.08,0.15,-459,-11,-224,0%,60%,0,-
Spring,S8,Rokenia,MID,19,31.60%,4.1,3.1,1.7,4.1,9.8,403,73.20%,28.3,434,1.17,0.68,0.23,0.17,228,2,264,26.30%,10.50%,0,3
Spring,S8,RonOP,SUPPORT,52,65.40%,3.1,0.7,2.8,8,1.7,265,60.20%,6.7,134,2.27,1.41,0.37,0.41,-66,1,-67,9.60%,9.60%,0,-
Spring,S8,RooKie,MID,51,78.40%,5.4,3.9,2,6.9,9.3,436,74.10%,27.1,632,-,0.41,0.26,0.24,-,-,-,-,-,0,-
Spring,S8,Rosey,SUPPORT,22,22.70%,2,0.6,2.6,4.7,1.5,231,59.90%,8.6,147,1.96,1.17,0.32,0.41,-182,-9,-263,13.60%,4.50%,0,1
Spring,S8,Rufus,SUPPORT,15,60%,3.8,1.1,2.1,7.1,1,283,66.60%,11.2,216,2.12,1.29,0.24,0.48,507,-6,32,13.30%,0%,0,1
Spring,S8,Ruin,TOP,18,38.90%,2.6,2.2,2.5,4.3,8.9,397,65.40%,23,397,1.17,0.59,0.21,0.12,27,-1,172,16.70%,16.70%,0,6
Spring,S8,Ruler,ADC,47,48.90%,3.2,2.6,1.7,2.8,11,436,67.80%,31.6,586,1.6,0.45,0.64,0.19,-18,2,167,12.80%,17%,0,2
Spring,S8,Rush,JUNGLE,5,60%,3.4,0.8,1.4,4,5.5,324,44.10%,8.2,135,1.98,0.9,0.57,0.24,356,9,552,20%,0%,0,-
Spring,S8,Ruso,MID,5,40%,2.4,2.8,2.6,3.4,9.1,385,57.40%,26.8,552,1.02,0.4,0.2,0.09,-315,-7,-252,40%,20%,0,2
Spring,S8,Ruvelius,ADC,31,38.70%,3.5,3.2,2.2,4.5,9.4,406,74.40%,28.1,493,0.68,0.26,0.2,0.07,-177,-10,-103,38.70%,0%,0,1
Spring,S8,Ryoma,MID,32,71.90%,5.1,5,2.1,5.7,9.6,446,70.70%,28.9,590,1.01,0.5,0.2,0.23,268,3,206,25%,9.40%,0,8
Spring,S8,Ryu,MID,27,59.30%,3.7,2,1.7,4.4,9.2,388,64.90%,25.7,453,1.34,0.65,0.33,0.23,-146,-8,-181,14.80%,3.70%,0,2
Spring,S8,S,ADC,5,40%,5.1,3.6,1.4,3.6,9.7,455,62.10%,24.6,429,1.31,0.37,0.37,0.13,937,9,767,0%,0%,0,1
Spring,S8,SS,ADC,51,25.50%,3,2.1,1.8,3.4,10.2,406,69.50%,32.3,536,1.33,0.45,0.48,0.15,-67,-3,-234,11.80%,9.80%,0,2
Spring,S8,SaNTaS,SUPPORT,17,58.80%,3.6,0.5,2.1,6.9,1.8,248,62.10%,7.9,141,2.17,1.18,0.33,0.38,-26,6,157,23.50%,0%,0,-
Spring,S8,Sacre,TOP,9,44.40%,2.5,1.7,2.2,3.8,9.4,416,55.50%,23.1,469,1.18,0.61,0.19,0.16,62,2,-349,11.10%,22.20%,0,2
Spring,S8,Sacy,ADC,21,66.70%,7.2,4.2,1.3,5.4,9.7,437,76.10%,30.7,618,1.23,0.38,0.38,0.1,223,9,77,23.80%,9.50%,0,4
Spring,S8,Samux,ADC,18,33.30%,5.2,3,1.4,4.4,10.4,428,67.00%,30.3,589,1.07,0.33,0.35,0.1,53,-3,416,5.60%,5.60%,0,1
Spring,S8,Sangyoon,ADC,45,48.90%,4,2.6,1.6,3.8,11,445,61.60%,28.1,520,1.22,0.35,0.42,0.08,-133,-1,-73,11.10%,4.40%,0,-
Spring,S8,Santorin,JUNGLE,6,16.70%,1.5,0.5,2.2,2.7,4.5,287,69.70%,8.7,128,2.95,1.43,0.58,0.25,-286,-8,-316,16.70%,16.70%,0,-
Spring,S8,SatoRy,TOP,5,40%,2.8,1,2.4,5.6,7.2,336,69.50%,15.2,228,0.87,0.45,0.11,0.11,-532,-23,-31,40%,0%,0,-
Spring,S8,Satorius,TOP,6,66.70%,3.3,1.5,2.2,5.7,7.1,345,47.10%,13.2,293,0.92,0.65,0.07,0.25,-432,-7,-154,0%,16.70%,0,-
Spring,S8,Savage,JUNGLE,24,29.20%,2.5,2,2.4,4,5.3,311,65.90%,13.8,220,2.57,1.29,0.55,0.29,45,-3,89,45.80%,12.50%,0,2
Spring,S8,Sawyor,JUNGLE,15,60%,3.4,2.9,2.2,4.6,5.5,362,64.20%,15.6,297,1.57,0.74,0.29,0.23,735,14,542,53.30%,13.30%,0,3
Spring,S8,Scarface,TOP,28,32.10%,2.7,2.9,2.8,4.7,8.5,401,68.00%,25.7,485,0.96,0.54,0.13,0.12,-6,-2,-87,10.70%,3.60%,0,4
Spring,S8,Scarlet,MID,6,66.70%,8.7,4.3,1.2,5.8,9.7,428,77.50%,29.1,603,0.97,0.48,0.17,0.21,-160,0,267,16.70%,16.70%,0,2
Spring,S8,Score,JUNGLE,46,63%,4.5,1.5,1.7,6,5.4,330,76.30%,10.2,188,2.79,1.34,0.6,0.31,131,1,69,52.20%,6.50%,0,2
Spring,S8,Scout,MID,56,60.70%,4.8,3.3,1.7,4.9,10,433,72.60%,28.7,524,-,0.48,0.26,0.18,-,-,-,-,-,0,-
Spring,S8,Seb,JUNGLE,22,22.70%,2,1.1,2.7,4.3,4.7,290,67.50%,9.7,166,2.54,1.26,0.51,0.26,-340,-4,-224,27.30%,4.50%,0,-
Spring,S8,Sebekx,MID,14,50%,2.4,2.6,2.5,3.4,9.3,396,57.80%,21.6,420,1.29,0.6,0.27,0.2,-265,-6,-291,35.70%,14.30%,0,1
Spring,S8,Secret,SUPPORT,51,25.50%,2.1,0.8,2.5,4.3,1.9,243,67.30%,7.6,119,2.17,1.49,0.34,0.47,-126,-2,48,11.80%,13.70%,0,-
Spring,S8,Sedrion,ADC,28,46.40%,4.7,3,1.4,3.6,10.6,421,66.10%,29.5,605,1.43,0.44,0.5,0.13,262,10,33,3.60%,0%,0,-
Spring,S8,Selfie,JUNGLE,1,100%,8,3,2,13,5,-,76.20%,-,-,-,-,-,-,-,-,-,-,-,-,-
Spring,S8,Selfie,MID,17,52.90%,4.3,2.6,1.6,4.4,10.2,421,67.90%,23.8,522,1.09,0.45,0.28,0.13,-67,6,153,11.80%,5.90%,0,1
Spring,S8,Selfmade,JUNGLE,42,76.20%,5.6,2,1.4,6,5.2,341,70.00%,10.7,202,1.92,0.95,0.41,0.32,259,4,-19,33.30%,2.40%,0,4
Spring,S8,Sena,SUPPORT,1,100%,12,0,1,12,1.1,258,92.30%,8,141,1.78,0.76,0.33,0.11,-100,-7,31,100%,0%,0,-
Spring,S8,Sena,JUNGLE,13,46.20%,2.3,2.6,4.2,7,4.4,316,74.50%,12.9,277,1.89,0.94,0.39,0.16,-222,-9,-158,53.80%,15.40%,0,1
Spring,S8,Sencux,MID,18,44.40%,4.3,2.9,1.8,4.7,8.8,381,70.20%,25.1,486,0.93,0.43,0.22,0.15,-223,-10,-263,38.90%,11.10%,0,2
Spring,S8,Send0o,TOP,9,55.60%,2.4,2.3,2.2,3,8.7,386,55.60%,22,394,1.03,0.53,0.16,0.1,-201,-5,-131,22.20%,11.10%,0,2
Spring,S8,SeongHwan,JUNGLE,43,51.20%,3.3,1.2,2.2,6.2,4.9,314,77.50%,11.1,203,3.06,1.61,0.55,0.34,-21,-4,-285,46.50%,14%,0,-
Spring,S8,Sergh,SUPPORT,34,35.30%,2.2,0.5,3.3,6.6,1.7,258,66.50%,7.6,140,2.1,1.28,0.32,0.37,-208,-5,-180,11.80%,11.80%,0,-
Spring,S8,SevenArmy,JUNGLE,3,0%,1.6,0.7,3.3,4.7,4.4,258,64.50%,8.2,153,1.61,0.79,0.52,0.22,-939,-3,-809,0%,33.30%,0,-
Spring,S8,Shadow,SUPPORT,30,76.70%,5.4,0.8,1.7,8.3,1.6,269,76.80%,7.9,160,2.54,1.53,0.41,0.5,71,-1,71,26.70%,0%,0,-
Spring,S8,Shady,SUPPORT,18,44.40%,2.8,0.7,2.4,6.1,1.6,252,67.60%,6.3,129,2.52,1.37,0.38,0.36,46,-4,140,27.80%,0%,0,-
Spring,S8,Shakeit,ADC,22,36.40%,3.7,3.7,2.3,5,9,404,69.20%,26.6,498,1.4,0.57,0.22,0.18,-230,-8,-152,22.70%,4.50%,0,-
Spring,S8,Shaoran,SUPPORT,23,8.70%,2.2,0.7,3.3,6.6,1.9,259,60.70%,7.9,135,2.23,1.44,0.37,0.46,-285,0,23,17.40%,4.30%,0,-
Spring,S8,Shernfire,JUNGLE,30,70%,3.7,2.1,2.5,7.1,5.7,346,72.40%,14.1,281,2.29,1.13,0.44,0.3,267,7,378,36.70%,6.70%,0,9
Spring,S8,Shiage,MID,4,0%,1.3,2.5,3.8,2.5,7.3,337,72.50%,32.5,514,0.98,0.5,0.25,0.15,-1195,-26,-1134,0%,0%,0,1
Spring,S8,ShiauC,SUPPORT,1,100%,5.5,1,2,10,1.9,279,78.60%,8.3,157,1.96,1.35,0.28,0.34,63,-2,-125,100%,0%,0,-
Spring,S8,Shiganari,ADC,14,28.60%,2.2,2.6,2.6,3.1,9.6,402,63.90%,31.6,581,1.11,0.38,0.34,0.11,-283,-4,-193,14.30%,14.30%,0,-
Spring,S8,Shikari,TOP,5,40%,2.8,1.4,2,4.2,7.1,341,53.20%,15.5,270,1.16,0.66,0.16,0.27,-85,-9,250,20%,20%,0,-
Spring,S8,Shini,JUNGLE,17,35.30%,2.9,1.6,2.9,6.6,5,319,75.50%,11.3,224,2.33,1.14,0.47,0.31,155,6,319,41.20%,11.80%,0,1
Spring,S8,Shiyo,ADC,8,12.50%,2.1,2.1,2.5,3,9.1,387,51.10%,25.7,444,0.75,0.46,0.13,0.15,-527,-15,-172,0%,0%,0,1
Spring,S8,Shiyo,TOP,1,0%,2,3,3,3,7.2,342,66.70%,19.5,370,0.59,0.47,0.08,0.03,862,26,2312,100%,0%,0,1
Spring,S8,Shok,MID,22,9.10%,2.4,2.8,2.6,3.6,9,371,71.20%,29.2,535,1.07,0.54,0.2,0.16,70,1,-108,27.30%,0%,0,4
Spring,S8,Shook,JUNGLE,15,60%,2.8,0.9,2.3,5.5,4.4,295,61.90%,8.4,182,1.46,0.78,0.26,0.25,-216,-4,-74,26.70%,6.70%,0,-
Spring,S8,Shoryu,ADC,23,65.20%,5,4.4,1.9,4.9,8.9,427,67.40%,27.5,562,0.81,0.32,0.24,0.14,-61,-7,-118,17.40%,4.30%,0,2
Spring,S8,Shrimp,JUNGLE,26,65.40%,3.1,2.3,3,7.1,5.8,348,69.50%,11.8,256,2.53,1.16,0.57,0.3,275,10,213,38.50%,7.70%,0,4
Spring,S8,Siler,MID,5,40%,2.3,3.4,3,3.4,9.7,399,58.70%,29.6,521,1.54,0.71,0.24,0.22,-273,-5,-197,20%,20%,0,3
Spring,S8,Sirinox,MID,1,100%,-,3,0,2,11.3,467,71.40%,27.6,589,1.06,0.54,0.12,0.21,1177,19,1450,0%,0%,0,-
Spring,S8,Sirinox,ADC,8,25%,2.1,3.1,3.5,4.4,7.6,353,65.30%,24.3,506,0.86,0.46,0.17,0.14,-970,-28,-698,12.50%,0%,0,1
Spring,S8,Skash,SUPPORT,14,35.70%,2.2,0.2,3.1,6.4,1.6,242,76.10%,7.6,139,2.62,1.52,0.47,0.39,-88,-4,36,35.70%,14.30%,0,-
Spring,S8,Skot,MID,9,44.40%,2.7,3.8,2.9,4.1,8.4,377,54.70%,28.2,501,0.64,0.35,0.15,0.12,-671,-12,-587,11.10%,11.10%,0,3
Spring,S8,Sks,JUNGLE,30,53.30%,3.4,1.5,2.1,5.6,5.3,329,70.60%,9.3,195,-,1.63,0.47,0.41,-,-,-,-,-,0,-
Spring,S8,Sky,MID,21,66.70%,6,3.8,1.5,5,10.1,430,70.50%,31.5,637,1.01,0.29,0.32,0.17,263,4,135,23.80%,4.80%,0,5
Spring,S8,Sky,MID,24,29.20%,2.4,2.8,2.4,3,9.3,387,74.60%,33,555,1.21,0.63,0.27,0.28,-31,-1,149,25%,12.50%,0,5
Spring,S8,SkyBart,TOP,23,47.80%,4.9,1.8,1.9,7.5,8.1,384,68.40%,19.8,398,1.18,0.65,0.18,0.2,61,-5,63,43.50%,8.70%,0,3
Spring,S8,Slay,ADC,52,65.40%,4.3,3.8,2,4.8,9.8,447,60.30%,28.1,572,1.23,0.47,0.33,0.09,54,-5,-50,9.60%,5.80%,0,6
Spring,S8,Slayder,ADC,33,42.40%,4.5,4.1,2,4.8,9.9,441,63.30%,28.5,586,0.91,0.35,0.26,0.05,86,3,136,15.20%,0%,0,3
Spring,S8,Sleeping,TOP,18,27.80%,1.8,2.3,2.7,2.6,8.8,381,59.20%,25.6,441,1.14,0.63,0.17,0.19,-258,-3,-50,22.20%,27.80%,0,6
Spring,S8,Slow,SUPPORT,35,68.60%,5,0.9,2,9,1.5,276,77.50%,10.1,202,2.4,1.28,0.4,0.45,314,3,250,40%,2.90%,0,1
Spring,S8,SmLz,ADC,55,63.60%,4.4,4.7,2.1,4.4,10.4,462,72.30%,33,665,-,0.31,0.42,0.06,-,-,-,-,-,0,-
Spring,S8,Smeb,TOP,51,62.70%,3.7,2.2,1.8,4.3,9.3,413,65.80%,25.1,467,1.28,0.66,0.23,0.13,194,3,114,29.40%,9.80%,0,11
Spring,S8,Smile,JUNGLE,25,36%,1.8,0.7,3.3,5,4.7,295,70.70%,9.4,167,2.35,1.23,0.46,0.38,-410,-6,-426,32%,4%,0,2
Spring,S8,Smoothie,SUPPORT,23,52.20%,3.2,0.7,2.5,7.3,1.4,247,75.20%,5.6,112,2.22,1.35,0.27,0.46,114,2,173,26.10%,8.70%,0,-
Spring,S8,Smurf,TOP,19,52.60%,3.9,2,1.6,4.4,8.6,383,54.80%,18.7,329,0.96,0.43,0.15,0.11,74,1,-55,31.60%,5.30%,0,2
Spring,S8,Sneaky,ADC,23,52.20%,4.5,2.7,1.7,4.9,10.2,432,73.60%,32.4,666,1.26,0.39,0.5,0.12,304,2,86,13%,4.30%,0,1
Spring,S8,Snow,ADC,14,21.40%,3.4,2.7,1.7,3.1,9.7,391,71.50%,30.5,530,-,0.44,0.24,0.12,-,-,-,-,-,0,-
Spring,S8,SnowFlower,SUPPORT,45,82.20%,4.8,0.9,2.3,10.3,1.5,293,74.00%,9.7,211,2.23,1.19,0.36,0.4,372,0,273,22.20%,20%,0,1
Spring,S8,SnowFlower,TOP,1,100%,5,6,2,4,8.1,428,55.60%,28.9,552,0.78,0.5,0.19,0.09,2385,109,3115,100%,0%,0,1
Spring,S8,SoHwan,TOP,44,43.20%,3.1,1.3,1.8,4,9.1,384,53.80%,21.4,383,1.17,0.65,0.17,0.12,48,7,130,22.70%,9.10%,0,9
Spring,S8,SofM,JUNGLE,49,53.10%,3.2,1.4,2.4,6.5,5.2,324,71.70%,9.8,184,-,2.08,0.69,0.53,-,-,-,-,-,0,-
Spring,S8,SolidSnake,JUNGLE,20,55%,4,1.5,2.2,7.2,4.6,310,78.10%,10.7,219,2.17,1.06,0.44,0.4,13,-3,-270,45%,15%,0,-
Spring,S8,Sonata,MID,21,14.30%,2.4,2.1,2.3,3.5,8.5,358,65.60%,27.9,441,1.15,0.6,0.28,0.33,-91,-8,-198,23.80%,9.50%,0,6
Spring,S8,Sorn,JUNGLE,18,11.10%,2.2,2.2,3.3,5.1,4.8,310,74.80%,11.7,206,2.51,1.17,0.59,0.42,-260,-2,-217,38.90%,5.60%,0,2
Spring,S8,SozPurefect,MID,16,37.50%,3.4,3.5,2.6,5.3,9.4,414,72.80%,29.2,540,1.16,0.58,0.26,0.26,-106,1,205,12.50%,6.30%,0,2
Spring,S8,Special,MID,5,40%,2.5,2,2,3,9.1,391,50.80%,23.2,420,1.25,0.57,0.24,0.23,260,8,286,40%,20%,0,1
Spring,S8,Spirit,JUNGLE,34,64.70%,3.8,1.4,1.6,4.8,5.7,340,67.80%,9.9,169,3.65,1.89,0.79,0.45,89,4,148,38.20%,11.80%,0,-
Spring,S8,Spookz,JUNGLE,29,65.50%,3.5,2.4,2.8,7.4,5.2,336,66.40%,10.6,245,2.25,1.14,0.41,0.23,-44,8,-78,41.40%,13.80%,0,3
Spring,S8,Spot,JUNGLE,40,57.50%,3.1,2.3,2.7,6.1,4.7,331,66.50%,12.1,237,2.54,1.26,0.47,0.3,32,-4,20,50%,10%,0,10
Spring,S8,Stark,TOP,52,65.40%,3.3,2.6,2.5,5.7,8.8,408,61.50%,23.4,464,0.98,0.52,0.12,0.14,154,6,326,15.40%,17.30%,0,22
Spring,S8,Steal,ADC,8,25%,2.2,2.3,2.8,3.9,8.7,383,78.40%,26,442,1.24,0.51,0.29,0.12,-121,-7,110,37.50%,12.50%,0,1
Spring,S8,Steal,JUNGLE,24,75%,5.8,1.9,1.5,6.8,5.3,332,73.20%,10.1,207,3.06,1.73,0.65,0.39,125,0,-119,33.30%,16.70%,0,2
Spring,S8,Steeelback,ADC,18,38.90%,3.7,2.8,1.8,4,10.1,419,72.50%,27.8,490,1.06,0.38,0.23,0.08,-322,-6,-321,5.60%,5.60%,0,-
Spring,S8,Stefan,JUNGLE,9,44.40%,3.2,2.2,2.4,5.7,5.4,325,77.80%,14.1,296,1.88,0.88,0.37,0.18,91,9,397,44.40%,11.10%,0,-
Spring,S8,Stitch,ADC,38,71.10%,6.1,4,1.5,5.1,11.2,470,76.40%,34,652,1.38,0.4,0.49,0.14,33,5,-22,7.90%,7.90%,1,1
Spring,S8,Stixxay,ADC,18,38.90%,3.5,4.1,2.2,3.7,10,424,68.50%,31.8,701,1.3,0.44,0.47,0.18,118,5,-66,22.20%,0%,0,2
Spring,S8,Stomaged,JUNGLE,45,82.20%,4.3,1.6,2.4,8.9,5.1,350,69.70%,10.4,224,2.31,1.31,0.35,0.37,-69,-2,-362,40%,11.10%,0,5
Spring,S8,Stomaged,ADC,1,100%,1.5,1,4,5,6.1,320,33.30%,10.7,203,0.53,0.41,0.06,0.09,277,25,-121,0%,0%,0,1
Spring,S8,Stunt,SUPPORT,16,37.50%,2.7,0.6,2.8,6.9,1.8,254,83.20%,8.8,157,2.17,1.28,0.31,0.26,-65,-6,-122,12.50%,12.50%,0,-
Spring,S8,Sun,MID,18,44.40%,3,2.4,2.7,5.6,8.8,382,66.10%,27.4,566,0.96,0.43,0.15,0.1,-82,-4,-5,16.70%,16.70%,0,1
Spring,S8,SunSieu,TOP,10,40%,3,1.6,2.4,5.5,8.6,376,48.40%,22.2,416,0.91,0.54,0.14,0.1,-123,-1,-76,10%,20%,0,2
Spring,S8,Sunblast,TOP,21,23.80%,2.3,2.1,2.5,3.6,8.4,368,63.70%,26,432,0.86,0.47,0.13,0.13,-121,-3,-254,19%,9.50%,0,8
Spring,S8,Svenskeren,JUNGLE,23,52.20%,3,1.5,2.7,6.5,5.2,328,76.70%,10.2,210,2.52,1.23,0.44,0.24,263,5,255,39.10%,13%,0,2
Spring,S8,Swathe,JUNGLE,22,9.10%,1.6,1.4,4,5,4.6,289,72.40%,12.6,226,1.85,0.96,0.34,0.18,-232,-7,-197,40.90%,13.60%,0,1
Spring,S8,Swiffer,MID,29,65.50%,4.7,3.7,2.2,6.8,9.1,413,71.80%,23.5,536,1.18,0.58,0.28,0.22,-316,-3,-144,13.80%,6.90%,0,12
Spring,S8,Swift,JUNGLE,28,28.60%,2.1,1.5,3.1,4.9,5.2,306,73.40%,13.3,234,-,1.07,0.45,0.33,-,-,-,-,-,0,-
Spring,S8,Swing,MID,6,0%,1.1,1.5,4.3,3.2,8.2,334,70.10%,28,371,0.99,0.56,0.29,0.13,-984,-14,-691,0%,0%,0,1
Spring,S8,Swip3rR,TOP,32,71.90%,3.6,2.3,2.3,6,8.1,382,52.70%,20.9,416,1.05,0.56,0.16,0.16,-63,1,63,18.80%,25%,0,12
Spring,S8,Sword,TOP,6,83.30%,11.5,1,0.3,2.8,10.1,417,39.50%,19.2,323,1.08,0.64,0.15,0.19,90,12,389,33.30%,0%,0,-
Spring,S8,SwordArt,SUPPORT,51,76.50%,7.4,0.7,1.2,8.2,1.4,269,73.30%,7.9,154,2.22,1.32,0.32,0.4,151,-4,17,35.30%,7.80%,0,1
Spring,S8,Sya,TOP,2,100%,3,2,3,7,9.5,435,55.60%,27.3,682,1.24,0.51,0.16,0.1,302,9,777,0%,0%,0,-
Spring,S8,Sya,JUNGLE,1,0%,1.5,0,4,6,5.1,303,75.00%,12.3,204,3.08,1.63,0.51,0.33,-847,-2,-479,0%,0%,0,-
Spring,S8,Sya,SUPPORT,3,33.30%,1.3,0.7,4.3,5,1.5,227,60.70%,11,155,2.37,1.19,0.31,0.33,-115,13,-421,0%,33.30%,0,-
Spring,S8,Sya,ADC,2,100%,4.9,4.5,3.5,12.5,8.1,455,61.60%,25.4,693,1.09,0.5,0.3,0.08,-1112,-14,-126,0%,0%,0,-
Spring,S8,Sybol,JUNGLE,38,52.60%,2.9,1.5,3.1,7.4,4.7,317,72.60%,11,225,2.39,1.23,0.43,0.31,65,-1,-4,44.70%,13.20%,0,6
Spring,S8,TRY,MID,12,25%,2.9,2.5,2.6,5.1,9.1,382,69.40%,30.7,541,1.12,0.52,0.28,0.18,-255,-4,-197,16.70%,0%,0,1
Spring,S8,Taikki,JUNGLE,19,47.40%,3.3,1.7,2.7,7.2,4.9,319,71.10%,11.5,228,2.36,1.35,0.45,0.44,112,0,-62,36.80%,10.50%,0,5
Spring,S8,Taizan,JUNGLE,8,37.50%,2,1.1,3.3,5.4,4.6,291,78.20%,9.1,177,2.33,0.88,0.68,0.23,-159,-6,-224,25%,0%,0,3
Spring,S8,Tally,TOP,29,65.50%,5.1,2.7,1.9,6.9,8.6,408,65.90%,20.6,468,1.07,0.57,0.17,0.12,56,-2,-188,17.20%,13.80%,0,6
Spring,S8,Targamas,SUPPORT,18,38.90%,3,0.9,2.4,6.3,1.7,250,75.10%,8.4,158,2.14,1.29,0.33,0.4,63,3,229,5.60%,5.60%,0,-
Spring,S8,Tarzan,JUNGLE,6,83.30%,15.7,1,0.5,6.8,5.5,343,85.30%,9.8,163,2.39,1.08,0.52,0.48,20,4,-237,50%,16.70%,0,-
Spring,S8,Tasteless,SUPPORT,10,40%,3.9,0.1,1.6,6.2,1.4,216,67.20%,7.8,128,1.83,1.04,0.23,0.3,-448,-4,-410,0%,0%,0,-
Spring,S8,Taurus,TOP,24,41.70%,3.1,2,2.3,5.1,8.5,391,53.40%,24.3,494,1.15,0.73,0.18,0.07,-36,-8,-220,20.80%,8.30%,0,9
Spring,S8,Taxer,JUNGLE,9,55.60%,2.5,1.7,2.7,4.9,4.4,298,63.50%,10.1,180,1.67,1,0.38,0.24,-628,-1,-620,44.40%,0%,0,1
Spring,S8,Tay,JUNGLE,19,36.80%,3.2,1.4,2.1,5.4,4.8,304,78.90%,8.1,149,2.49,1.22,0.53,0.34,-33,-5,-282,36.80%,15.80%,0,1
Spring,S8,Tear,SUPPORT,14,57.10%,3.7,0.9,2.3,7.6,1.7,267,64.10%,8.4,161,1.97,1.14,0.26,0.34,230,5,86,21.40%,0%,0,-
Spring,S8,Teddy,ADC,44,43.20%,5.4,3.9,1.5,3.9,11.6,465,72.50%,34.7,672,1.4,0.43,0.52,0.12,11,5,100,22.70%,11.40%,2,2
Spring,S8,Tempt,MID,44,38.60%,3.8,2.5,1.6,3.7,10,407,67.30%,31.8,527,1.21,0.63,0.28,0.2,45,1,-52,27.30%,4.50%,0,9
Spring,S8,Th3Antonio,JUNGLE,3,33.30%,4,3,2.3,6.3,4.5,-,73.50%,-,-,-,-,-,-,-,-,-,-,-,-,-
Spring,S8,Th3Antonio,TOP,2,50%,5.3,2.5,1.5,5.5,8.6,379,59.90%,18.6,351,0.82,0.5,0.09,0.07,173,2,-480,0%,0%,0,-
Spring,S8,Thal,TOP,32,56.30%,3.4,1.6,1.8,4.5,9.1,410,57.80%,24.5,494,1.21,0.65,0.19,0.16,1,-6,-11,18.80%,18.80%,0,5
Spring,S8,Thaldrin,TOP,32,50%,3.7,2.3,2,5.3,8.3,389,60.70%,21.2,405,1.02,0.57,0.16,0.13,354,5,122,18.80%,12.50%,0,1
